Entry	Status	Gene ontology (cellular component)
Q923E4	reviewed	axon [GO:0030424]; chromatin [GO:0000785]; chromatin silencing complex [GO:0005677]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; ESC/E(Z) complex [GO:0035098]; growth cone [GO:0030426]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nuclear envelope [GO:0005635]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; rDNA heterochromatin [GO:0033553]
Q924Z4	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]
Q925H1	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9D0D5	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; transcriptional preinitiation complex [GO:0097550]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIE complex [GO:0005673]
Q9WUU6	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q9Z148	reviewed	nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O09105	reviewed	nucleus [GO:0005634]
Q61909	reviewed	nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]
O09106	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; histone deacetylase complex [GO:0000118]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; Sin3 complex [GO:0016580]; Sin3-type complex [GO:0070822]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667]
Q60973	reviewed	cytosol [GO:0005829]; ESC/E(Z) complex [GO:0035098]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]
Q921E6	reviewed	cytosol [GO:0005829]; ESC/E(Z) complex [GO:0035098]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pronucleus [GO:0045120]; sex chromatin [GO:0001739]
O35134	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
P03966	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
P15806	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nuclear nucleosome [GO:0000788]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P25425	reviewed	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P61458	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O35137	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
O35602	reviewed	nucleus [GO:0005634]
O88609	reviewed	nucleus [GO:0005634]
O88621	reviewed	activin responsive factor complex [GO:0032444]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P18111	reviewed	nucleus [GO:0005634]
P23812	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P24610	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P31310	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P31311	reviewed	nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; transcription factor complex [GO:0005667]
P35582	reviewed	fibrillar center [GO:0001650]; microvillus [GO:0005902]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P40764	reviewed	nucleus [GO:0005634]
P43241	reviewed	condensed nuclear chromosome [GO:0000794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcriptional repressor complex [GO:0017053]
P43267	reviewed	cytoplasm [GO:0005737]; nuclear transcription factor complex [GO:0044798]; nucleus [GO:0005634]
P48432	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear transcription factor complex [GO:0044798]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P62515	reviewed	intracellular [GO:0005622]; nucleus [GO:0005634]
P63013	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P70217	reviewed	nucleus [GO:0005634]
P70321	reviewed	nucleoplasm [GO:0005654]; transcription factor complex [GO:0005667]
P70396	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P70662	reviewed	beta-catenin-TCF complex [GO:1990907]; cell leading edge [GO:0031252]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
P80206	reviewed	cytoplasm [GO:0005737]; growth cone [GO:0030426]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q07424	reviewed	nucleus [GO:0005634]
Q08624	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q63934	reviewed	cytoplasm [GO:0005737]; intracellular [GO:0005622]; nuclear euchromatin [GO:0005719]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q64317	reviewed	nucleus [GO:0005634]
Q8K284	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; transcription factor TFIIIC complex [GO:0000127]
Q9JKD8	reviewed	neuronal cell body [GO:0043025]; nucleus [GO:0005634]
Q9WUI0	reviewed	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
O35160	reviewed	neuronal cell body [GO:0043025]; nucleus [GO:0005634]
O35185	reviewed	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O35284	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P09450	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor AP-1 complex [GO:0035976]; transcription factor complex [GO:0005667]
O35317	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
O35437	reviewed	nucleus [GO:0005634]
O70477	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P09079	reviewed	cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleus [GO:0005634]
P09092	reviewed	nucleus [GO:0005634]
P09631	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P09632	reviewed	nucleoplasm [GO:0005654]
P10628	reviewed	cell junction [GO:0030054]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P10629	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P28357	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
P28359	reviewed	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
P32043	reviewed	cell junction [GO:0030054]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P97367	reviewed	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q60954	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q8BG99	reviewed	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8K5B8	reviewed	nucleus [GO:0005634]
O35426	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleus [GO:0005634]; presynapse [GO:0098793]
P58929	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P41778	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
O35613	reviewed	cell body [GO:0044297]; cell cortex [GO:0005938]; chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; microtubule [GO:0005874]; neuron projection [GO:0043005]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; PML body [GO:0016605]; XY body [GO:0001741]
Q9JI44	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork [GO:0005657]
Q9Z125	reviewed	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O35627	reviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P28705	reviewed	nucleus [GO:0005634]
O35719	reviewed	Rad51B-Rad51C-Rad51D-XRCC2 complex [GO:0033063]; replication fork [GO:0005657]
P97929	reviewed	BRCA2-MAGE-D1 complex [GO:0033593]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lateral element [GO:0000800]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; secretory granule [GO:0030141]
P58462	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O35984	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
O54714	reviewed	cytoplasm [GO:0005737]; dendrite [GO:0030425]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; synapse [GO:0045202]
P70338	reviewed	nuclear body [GO:0016604]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]
Q08874	reviewed	nucleus [GO:0005634]; protein-containing complex [GO:0032991]
O54790	reviewed	nucleus [GO:0005634]
Q60795	reviewed	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-DNA complex [GO:0032993]
O54791	reviewed	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9D071	reviewed	CIA complex [GO:0097361]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; MMXD complex [GO:0071817]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]
O54826	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P42225	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
Q91X45	reviewed	nucleus [GO:0005634]
O54863	reviewed	acrosomal vesicle [GO:0001669]; centriole [GO:0005814]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9Z1A1	unreviewed	endoplasmic reticulum exit site [GO:0070971]; Golgi membrane [GO:0000139]
O54941	reviewed	nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]; transcriptional repressor complex [GO:0017053]
O55026	reviewed	basement membrane [GO:0005604]; cell body [GO:0044297]; cell projection membrane [GO:0031253]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O70439	reviewed	azurophil granule [GO:0042582]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; immunological synapse [GO:0001772]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; tertiary granule [GO:0070820]; vesicle [GO:0031982]
O70306	reviewed	nucleus [GO:0005634]
P15307	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P19091	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
P20067	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P42586	reviewed	intracellular [GO:0005622]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P97471	reviewed	activin responsive factor complex [GO:0032444]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA polymerase II transcription factor complex [GO:0090575]; SMAD protein complex [GO:0071141]; transcription factor complex [GO:0005667]
P97480	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q5SXJ3	reviewed	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]
Q61221	reviewed	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; motile cilium [GO:0031514]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q62219	reviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; intracellular [GO:0005622]; nuclear matrix [GO:0016363]
Q64163	reviewed	nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q64287	reviewed	nuclear nucleosome [GO:0000788]; nucleoplasm [GO:0005654]
Q64701	reviewed	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q69ZU8	reviewed	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]
Q7TNV0	reviewed	contractile fiber [GO:0043292]; nucleus [GO:0005634]
Q99LJ2	reviewed	cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
Q9CQZ1	reviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q9CXU1	reviewed	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151]
Q9D8X5	reviewed	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; intracellular [GO:0005622]; nucleus [GO:0005634]; P-body [GO:0000932]
Q9D902	reviewed	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIE complex [GO:0005673]
Q9DBA9	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]
Q9EPZ6	reviewed	nucleus [GO:0005634]
Q9EQN3	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O55201	reviewed	DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P63271	reviewed	DSIF complex [GO:0032044]; nucleus [GO:0005634]
Q925E7	reviewed	cytosol [GO:0005829]; protein phosphatase type 2A complex [GO:0000159]
O55203	reviewed	cell leading edge [GO:0031252]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transcription factor complex [GO:0005667]
P25801	reviewed	nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
P53776	reviewed	intracellular [GO:0005622]; nucleoplasm [GO:0005654]
P61372	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P61375	reviewed	nucleus [GO:0005634]
P61969	reviewed	cell leading edge [GO:0031252]; transcription factor complex [GO:0005667]
